fighter_profile,name,nickname,dob,height,weight,reach,stance,fight_link,event,event_link,event_date,fighter_name,opponent_name,opponent_profile,fighter_result,opponent_result,fight_type,championship,perf_of_night,fight_of_night,sub_of_night,ko_of_night,method,round,time,fight_type.1,fight_desc
http://www.ufcstats.com/fighter-details/b50a426a33da0012,Sean O'Malley,Sugar,"Oct 24, 1994","5' 11""",135 lbs.,"72""",Switch,http://www.ufcstats.com/fight-details/efe055854f19a1d7,UFC 222: Cyborg vs. Kunitskaya,http://www.ufcstats.com/event-details/7929be8290289a47,"March 03, 2018",Sean O'Malley,Andre Soukhamthath,http://www.ufcstats.com/fighter-details/d0e50a3d1b250708,W,L,Bantamweight Bout,-,-,1,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Junichiro Kamijo 27 - 29. Chris Lee 27 - 29. Sal D'amato 28 - 29.
http://www.ufcstats.com/fighter-details/b50a426a33da0012,Sean O'Malley,Sugar,"Oct 24, 1994","5' 11""",135 lbs.,"72""",Switch,http://www.ufcstats.com/fight-details/c11b2cbe2460db0c,The Ultimate Fighter: A New World Champion Finale,http://www.ufcstats.com/event-details/30e8b4505f5ccf92,"December 01, 2017",Sean O'Malley,Terrion Ware,http://www.ufcstats.com/fighter-details/ba5e253af86db1a8,W,L,Bantamweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29. Dave Hagen 28 - 29. Chris Lee 28 - 29.
http://www.ufcstats.com/fighter-details/b50a426a33da0012,Sean O'Malley,Sugar,"Oct 24, 1994","5' 11""",135 lbs.,"72""",Switch,http://www.ufcstats.com/fight-details/10dd7a89b404f945,DWCS 1.2,http://www.ufcstats.com/event-details/b0c95dc8e858452c,"July 18, 2017",Sean O'Malley,Alfred Khashakyan,http://www.ufcstats.com/fighter-details/3929efe0c0a83d07,W,L,Bantamweight Bout,-,-,-,-,-,KO/TKO,1,4:14,3 Rnd (5-5-5),Punch to Head At Distance
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/523815acf1bb2420,UFC 280: Oliveira vs. Makhachev,http://www.ufcstats.com/event-details/885e7f70dcac0007,"October 22, 2022",Charles Oliveira,Islam Makhachev,http://www.ufcstats.com/fighter-details/275aca31f61ba28c,L,W,UFC Lightweight Title Bout,1,1,-,-,-,Submission,2,3:16,5 Rnd (5-5-5-5-5),Arm Triangle From Side Control
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/7d4e49d8a6678157,UFC 274: Oliveira vs. Gaethje,http://www.ufcstats.com/event-details/253d3f9e97ca149a,"May 07, 2022",Charles Oliveira,Justin Gaethje,http://www.ufcstats.com/fighter-details/9e8f6c728eb01124,W,L,Lightweight Bout,-,-,-,-,-,Submission,1,3:22,5 Rnd (5-5-5-5-5),Rear Naked Choke
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/b22eab3aa1522f40,UFC 269: Oliveira vs. Poirier,http://www.ufcstats.com/event-details/ef927e4fe2117ab8,"December 11, 2021",Charles Oliveira,Dustin Poirier,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0,W,L,UFC Lightweight Title Bout,1,1,-,-,-,Submission,3,1:02,5 Rnd (5-5-5-5-5),Rear Naked Choke
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/fef29aa73bd5b907,UFC 262: Oliveira vs. Chandler,http://www.ufcstats.com/event-details/744f50016c39c26c,"May 15, 2021",Charles Oliveira,Michael Chandler,http://www.ufcstats.com/fighter-details/4b93a88f3b1de35b,W,L,UFC Lightweight Title Bout,1,1,-,-,-,KO/TKO,2,0:19,5 Rnd (5-5-5-5-5),Punch to Head At Distance
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/b7b867eb3c3cf163,UFC 256: Figueiredo vs. Moreno,http://www.ufcstats.com/event-details/d0d43cb9b14f231c,"December 12, 2020",Charles Oliveira,Tony Ferguson,http://www.ufcstats.com/fighter-details/22a92d7f62195791,W,L,Lightweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 26 - 30. Eric Colon 26 - 30. Ron McCarthy 26 - 30.
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/e0b323dae5bf4c90,UFC Fight Night: Lee vs. Oliveira,http://www.ufcstats.com/event-details/53278852bcd91e11,"March 14, 2020",Charles Oliveira,Kevin Lee,http://www.ufcstats.com/fighter-details/ee9ebceabfd16fa7,W,L,Lightweight Bout,-,1,-,-,-,Submission,3,0:28,5 Rnd (5-5-5-5-5),Guillotine Choke After Drop to Half Guard
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/7afe2a15ae7359e9,UFC Fight Night: Blachowicz vs. Jacare,http://www.ufcstats.com/event-details/81ca2c245b19b3c5,"November 16, 2019",Charles Oliveira,Jared Gordon,http://www.ufcstats.com/fighter-details/7026eca45f65377b,W,L,Lightweight Bout,-,1,-,-,-,KO/TKO,1,1:26,3 Rnd (5-5-5),Punch to Head At Distance
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/5782666ca117fa5b,UFC Fight Night: Dos Anjos vs. Lee,http://www.ufcstats.com/event-details/6b8f28da9a483049,"May 18, 2019",Charles Oliveira,Nik Lentz,http://www.ufcstats.com/fighter-details/6fb1ba67bef41b37,W,L,Lightweight Bout,-,-,-,-,-,KO/TKO,2,2:11,3 Rnd (5-5-5),Punch to Head At Distance
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/85036b967403cdab,UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/event-details/84283233ec42be5f,"February 02, 2019",Charles Oliveira,David Teymur,http://www.ufcstats.com/fighter-details/2747c60e42d9d75f,W,L,Lightweight Bout,-,1,-,-,-,Submission,2,0:55,3 Rnd (5-5-5),Anaconda Choke On Ground
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/f3e289f1423c0e6f,UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/event-details/7a703c565ccaa18f,"December 15, 2018",Charles Oliveira,Jim Miller,http://www.ufcstats.com/fighter-details/d1941565abf50b16,W,L,Lightweight Bout,-,1,-,-,-,Submission,1,1:15,3 Rnd (5-5-5),Rear Naked Choke
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/ba766bd03090dab9,UFC Fight Night: Marreta vs. Anders,http://www.ufcstats.com/event-details/852454c572675334,"September 22, 2018",Charles Oliveira,Christos Giagos,http://www.ufcstats.com/fighter-details/de45aaae23dfa392,W,L,Lightweight Bout,-,1,-,-,-,Submission,2,3:22,3 Rnd (5-5-5),Rear Naked Choke
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/e82d734674ce4d46,UFC 225: Whittaker vs. Romero 2,http://www.ufcstats.com/event-details/2eae41f61776c60f,"June 09, 2018",Charles Oliveira,Clay Guida,http://www.ufcstats.com/fighter-details/c47df9303d318c67,W,L,Lightweight Bout,-,1,-,-,-,Submission,1,2:18,3 Rnd (5-5-5),Guillotine Choke After Drop to Guard
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/c83487136636e9bf,UFC 218: Holloway vs. Aldo 2,http://www.ufcstats.com/event-details/9e30f69cc0869301,"December 02, 2017",Charles Oliveira,Paul Felder,http://www.ufcstats.com/fighter-details/e5010b1b94ca5755,L,W,Lightweight Bout,-,-,-,-,-,KO/TKO,2,4:06,3 Rnd (5-5-5),Elbows to Head From Guard
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/56c7c59c9bb3b610,UFC 210: Cormier vs. Johnson 2,http://www.ufcstats.com/event-details/e7bfdb5e0112891e,"April 08, 2017",Charles Oliveira,Will Brooks,http://www.ufcstats.com/fighter-details/b6e6c3b1dcaae0a1,W,L,Lightweight Bout,-,1,-,-,-,Submission,1,2:30,3 Rnd (5-5-5),Rear Naked Choke
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/e322eae035f7c00f,UFC Fight Night: Dos Anjos vs. Ferguson,http://www.ufcstats.com/event-details/6083f497c22cc075,"November 05, 2016",Charles Oliveira,Ricardo Lamas,http://www.ufcstats.com/fighter-details/3974fa35c917af1d,L,W,Featherweight Bout,-,1,-,-,-,Submission,2,2:13,3 Rnd (5-5-5),Guillotine Choke On Ground
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/51d3be5e8aee5cd9,UFC on FOX: Maia vs. Condit,http://www.ufcstats.com/event-details/cfbccfed4e4796fe,"August 27, 2016",Charles Oliveira,Anthony Pettis,http://www.ufcstats.com/fighter-details/cbb682f5fcc44bfc,L,W,Featherweight Bout,-,-,-,-,-,Submission,3,1:49,3 Rnd (5-5-5),Guillotine Choke After Drop to Guard
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/164f56eb25d6a9b4,UFC on FOX: Dos Anjos vs. Cowboy 2,http://www.ufcstats.com/event-details/80d918336163b80c,"December 19, 2015",Charles Oliveira,Myles Jury,http://www.ufcstats.com/fighter-details/08e908ed6d18d6a0,W,L,Featherweight Bout,-,-,-,-,-,Submission,1,3:05,3 Rnd (5-5-5),Guillotine Choke Standing
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/05e2832cd5ffb7a6,UFC Fight Night: Holloway vs Oliveira,http://www.ufcstats.com/event-details/2ce6541127b0e232,"August 23, 2015",Charles Oliveira,Max Holloway,http://www.ufcstats.com/fighter-details/150ff4cc642270b9,L,W,Featherweight Bout,-,-,-,-,-,KO/TKO,1,1:39,5 Rnd (5-5-5-5-5),to At Distance Shoulder Injury
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/ff64fc34065565d0,UFC Fight Night: Condit vs Alves,http://www.ufcstats.com/event-details/aae0897825336b1a,"May 30, 2015",Charles Oliveira,Nik Lentz,http://www.ufcstats.com/fighter-details/6fb1ba67bef41b37,W,L,Featherweight Bout,-,1,1,-,-,Submission,3,1:10,3 Rnd (5-5-5),Guillotine Choke After Drop to Guard
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/18ba44e67d5c5f38,The Ultimate Fighter: A Champion Will Be Crowned Finale,http://www.ufcstats.com/event-details/222d6b547de2e035,"December 12, 2014",Charles Oliveira,Jeremy Stephens,http://www.ufcstats.com/fighter-details/18968f97ad34f15c,W,L,Featherweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Tony Weeks 27 - 30. Lester Griffin 28 - 29. Marcos Rosales 28 - 29.
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/a4759c52378f9d1a,UFC Fight Night: Te Huna vs Marquardt,http://www.ufcstats.com/event-details/ac9521250dc1a14c,"June 28, 2014",Charles Oliveira,Hatsu Hioki,http://www.ufcstats.com/fighter-details/ef7fa30364cbe7f2,W,L,Featherweight Bout,-,1,-,-,-,Submission,2,4:32,3 Rnd (5-5-5),Anaconda Choke On Ground
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/b96e1222eb1a0faf,UFC Fight Night: Machida vs Mousasi,http://www.ufcstats.com/event-details/51b0bb73a1da34bc,"February 15, 2014",Charles Oliveira,Andy Ogle,http://www.ufcstats.com/fighter-details/b6c4451cb13c9303,W,L,Featherweight Bout,-,1,-,-,-,Submission,3,2:40,3 Rnd (5-5-5),Triangle Choke From Bottom Guard
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/6453b20a65c62cfe,UFC 162: Silva vs Weidman,http://www.ufcstats.com/event-details/e0b74df14f52cd15,"July 06, 2013",Charles Oliveira,Frankie Edgar,http://www.ufcstats.com/fighter-details/f2688492b9a525a3,L,W,Featherweight Bout,-,-,1,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jeff Collins 27 - 30. Lester Griffin 28 - 29. Junichiro Kamijo 27 - 30.
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/307b12b9f08a4cbf,UFC 152: Jones vs Belfort,http://www.ufcstats.com/event-details/53e533db1b8e9712,"September 22, 2012",Charles Oliveira,Cub Swanson,http://www.ufcstats.com/fighter-details/d247691a6c0e9034,L,W,Featherweight Bout,-,-,-,-,1,KO/TKO,1,2:40,3 Rnd (5-5-5),Punch to Head At Distance
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/0b5c7c95b0316276,The Ultimate Fighter: Live Finale,http://www.ufcstats.com/event-details/96087e90d900f0ef,"June 01, 2012",Charles Oliveira,Jonathan Brookins,http://www.ufcstats.com/fighter-details/b0a6124751a56bc4,W,L,Featherweight Bout,-,-,-,-,-,Submission,2,2:42,3 Rnd (5-5-5),Anaconda Choke On Ground
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/7a4e5bcd7336d203,UFC on FOX: Evans vs Davis,http://www.ufcstats.com/event-details/c3c23c99477c041b,"January 28, 2012",Charles Oliveira,Eric Wisely,http://www.ufcstats.com/fighter-details/53f84637dfffab7a,W,L,Featherweight Bout,-,-,-,1,-,Submission,1,1:43,3 Rnd (5-5-5),Calf Slicer On Ground
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/295c2e1ae2d54287,UFC Live: Hardy vs Lytle,http://www.ufcstats.com/event-details/4c8d6fde2dde07c4,"August 14, 2011",Charles Oliveira,Donald Cerrone,http://www.ufcstats.com/fighter-details/1d00756835ca67c9,L,W,Lightweight Bout,-,-,-,-,1,KO/TKO,1,3:01,3 Rnd (5-5-5),Punches to Head On Ground
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/91daeeeea0a83e49,UFC Live: Kongo vs Barry,http://www.ufcstats.com/event-details/d023ae89a2a4a41e,"June 26, 2011",Charles Oliveira,Nik Lentz,http://www.ufcstats.com/fighter-details/6fb1ba67bef41b37,NC,NC,Lightweight Bout,-,-,1,-,-,Overturned,2,1:48,3 Rnd (5-5-5),Illegal Knee on Ground by Oliveira
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/77785292d4df807c,UFC 124: St-Pierre vs Koscheck 2,http://www.ufcstats.com/event-details/132f860d02953f4c,"December 11, 2010",Charles Oliveira,Jim Miller,http://www.ufcstats.com/fighter-details/d1941565abf50b16,L,W,Lightweight Bout,-,-,-,1,-,Submission,1,1:59,3 Rnd (5-5-5),Kneebar On Ground
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/a24121c70f773fe2,UFC Fight Night: Marquardt vs Palhares,http://www.ufcstats.com/event-details/acff437707625fc7,"September 15, 2010",Charles Oliveira,Efrain Escudero,http://www.ufcstats.com/fighter-details/83fd97284f4bb4a4,W,L,Lightweight Bout,-,-,-,1,-,Submission,3,2:25,3 Rnd (5-5-5),Rear Naked Choke
http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,Do Bronx,"Oct 17, 1989","5' 10""",155 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/db1c5b5a710fbdb0,UFC Live: Jones vs Matyushenko,http://www.ufcstats.com/event-details/f12f979b657ab876,"August 01, 2010",Charles Oliveira,Darren Elkins,http://www.ufcstats.com/fighter-details/92a9aa9c93192871,W,L,Lightweight Bout,-,-,-,1,-,Submission,1,0:41,3 Rnd (5-5-5),Triangle Armbar From Bottom Guard
http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,-,"Oct 27, 1991","5' 10""",155 lbs.,"70""",Southpaw,http://www.ufcstats.com/fight-details/256894b49303537b,UFC 284: Makhachev vs. Volkanovski,http://www.ufcstats.com/event-details/01dd4cdc2446f665,"February 11, 2023",Islam Makhachev,Alexander Volkanovski,http://www.ufcstats.com/fighter-details/e1248941344b3288,W,L,UFC Lightweight Title Bout,1,-,1,-,-,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Ben Cartlidge 47 - 48. David Lethaby 47 - 48. Derek Cleary 46 - 49.
http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,-,"Oct 27, 1991","5' 10""",155 lbs.,"70""",Southpaw,http://www.ufcstats.com/fight-details/523815acf1bb2420,UFC 280: Oliveira vs. Makhachev,http://www.ufcstats.com/event-details/885e7f70dcac0007,"October 22, 2022",Islam Makhachev,Charles Oliveira,http://www.ufcstats.com/fighter-details/07225ba28ae309b6,W,L,UFC Lightweight Title Bout,1,1,-,-,-,Submission,2,3:16,5 Rnd (5-5-5-5-5),Arm Triangle From Side Control
http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,-,"Oct 27, 1991","5' 10""",155 lbs.,"70""",Southpaw,http://www.ufcstats.com/fight-details/2f4d42e0b9696f71,UFC Fight Night: Makhachev vs. Green,http://www.ufcstats.com/event-details/f6a7b02c42e9fc5b,"February 26, 2022",Islam Makhachev,Bobby Green,http://www.ufcstats.com/fighter-details/887961364be5ceb3,W,L,Catch Weight Bout,-,-,-,-,-,KO/TKO,1,3:23,5 Rnd (5-5-5-5-5),Punches to Head From Back Control
http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,-,"Oct 27, 1991","5' 10""",155 lbs.,"70""",Southpaw,http://www.ufcstats.com/fight-details/5ad4c0eae7512878,UFC 267: Blachowicz vs. Teixeira,http://www.ufcstats.com/event-details/3974fa35c917af1d,"October 30, 2021",Islam Makhachev,Dan Hooker,http://www.ufcstats.com/fighter-details/193b9d1858bc4df3,W,L,Lightweight Bout,-,-,-,-,-,Submission,1,2:25,3 Rnd (5-5-5),Kimura From Side Control
http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,-,"Oct 27, 1991","5' 10""",155 lbs.,"70""",Southpaw,http://www.ufcstats.com/fight-details/7d4c160dab6eae73,UFC Fight Night: Makhachev vs. Moises,http://www.ufcstats.com/event-details/40389d39a92f5bfa,"July 17, 2021",Islam Makhachev,Thiago Moises,http://www.ufcstats.com/fighter-details/d945aae53e3e54e6,W,L,Lightweight Bout,-,-,-,-,-,Submission,4,2:38,5 Rnd (5-5-5-5-5),Rear Naked Choke
http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,-,"Oct 27, 1991","5' 10""",155 lbs.,"70""",Southpaw,http://www.ufcstats.com/fight-details/c06d7bb29bc24d00,UFC 259: Blachowicz vs. Adesanya,http://www.ufcstats.com/event-details/6e2b1d631832921d,"March 06, 2021",Islam Makhachev,Drew Dober,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75,W,L,Lightweight Bout,-,-,-,-,-,Submission,3,1:37,3 Rnd (5-5-5),Arm Triangle From Half Guard
http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,-,"Oct 27, 1991","5' 10""",155 lbs.,"70""",Southpaw,http://www.ufcstats.com/fight-details/849eb47d349f3fe4,UFC 242: Khabib vs. Poirier,http://www.ufcstats.com/event-details/a79bfbc01b2264d6,"September 07, 2019",Islam Makhachev,Davi Ramos,http://www.ufcstats.com/fighter-details/0052de90691d4a93,W,L,Lightweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ben Cartlidge 27 - 29. Mark Collett 26 - 30. Clemens Werner 26 - 30.
http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,-,"Oct 27, 1991","5' 10""",155 lbs.,"70""",Southpaw,http://www.ufcstats.com/fight-details/103a7d8c4f17714b,UFC Fight Night: Overeem vs. Oleinik,http://www.ufcstats.com/event-details/7dcf06c1967801c1,"April 20, 2019",Islam Makhachev,Arman Tsarukyan,http://www.ufcstats.com/fighter-details/eae48ff31db420c2,W,L,Lightweight Bout,-,-,1,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki 27 - 30. Howard Hughes 27 - 30. David Lethaby 28 - 29.
http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,-,"Oct 27, 1991","5' 10""",155 lbs.,"70""",Southpaw,http://www.ufcstats.com/fight-details/e54c16d867875738,UFC Fight Night: Alvarez vs. Poirier 2,http://www.ufcstats.com/event-details/322a56923b396b4d,"July 28, 2018",Islam Makhachev,Kajan Johnson,http://www.ufcstats.com/fighter-details/633a45d131192ffe,W,L,Lightweight Bout,-,-,-,-,-,Submission,1,4:43,3 Rnd (5-5-5),Armbar From Mount
http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,-,"Oct 27, 1991","5' 10""",155 lbs.,"70""",Southpaw,http://www.ufcstats.com/fight-details/b9726184624ac076,UFC 220: Miocic vs. Ngannou,http://www.ufcstats.com/event-details/02177caefe7c07d4,"January 20, 2018",Islam Makhachev,Gleison Tibau,http://www.ufcstats.com/fighter-details/75e5fec9f72910ef,W,L,Lightweight Bout,-,-,-,-,-,KO/TKO,1,0:57,3 Rnd (5-5-5),Punch to Head At Distance
http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,-,"Oct 27, 1991","5' 10""",155 lbs.,"70""",Southpaw,http://www.ufcstats.com/fight-details/ddd9e64d97b095f9,UFC 208: Holm vs. De Randamie,http://www.ufcstats.com/event-details/865aa315ea62c511,"February 11, 2017",Islam Makhachev,Nik Lentz,http://www.ufcstats.com/fighter-details/6fb1ba67bef41b37,W,L,Lightweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Lee 25 - 30. Eric Colon 25 - 30. Doug Crosby 27 - 30.
http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,-,"Oct 27, 1991","5' 10""",155 lbs.,"70""",Southpaw,http://www.ufcstats.com/fight-details/144b0c1dd6c909f3,UFC Fight Night: Poirier vs. Johnson,http://www.ufcstats.com/event-details/d6455cb4bee503ce,"September 17, 2016",Islam Makhachev,Chris Wade,http://www.ufcstats.com/fighter-details/c8097968da5e5f13,W,L,Lightweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Hector Maldonado 28 - 29. Guadalupe Chapa 28 - 29. Adriana Beltran 28 - 29.
http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,-,"Oct 27, 1991","5' 10""",155 lbs.,"70""",Southpaw,http://www.ufcstats.com/fight-details/678db400f85ae15c,UFC 192: Cormier vs Gustafsson,http://www.ufcstats.com/event-details/119ebea97e914dcf,"October 03, 2015",Islam Makhachev,Adriano Martins,http://www.ufcstats.com/fighter-details/7dcf06c1967801c1,L,W,Lightweight Bout,-,1,-,-,-,KO/TKO,1,1:46,3 Rnd (5-5-5),Punch to Head At Distance
http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,-,"Oct 27, 1991","5' 10""",155 lbs.,"70""",Southpaw,http://www.ufcstats.com/fight-details/3c3da227fbe36a28,UFC 187: Johnson vs Cormier,http://www.ufcstats.com/event-details/4f7e290e71d60f87,"May 23, 2015",Islam Makhachev,Leo Kuntz,http://www.ufcstats.com/fighter-details/6905d45bd71b50a9,W,L,Lightweight Bout,-,-,-,-,-,Submission,2,2:38,3 Rnd (5-5-5),Rear Naked Choke
http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0,Dustin Poirier,The Diamond,"Jan 19, 1989","5' 9""",155 lbs.,"72""",Southpaw,http://www.ufcstats.com/fight-details/4bf3010fdeea9d93,UFC 281: Adesanya vs. Pereira,http://www.ufcstats.com/event-details/b3b6e80b7d5f8f0d,"November 12, 2022",Dustin Poirier,Michael Chandler,http://www.ufcstats.com/fighter-details/4b93a88f3b1de35b,W,L,Lightweight Bout,-,-,1,-,-,Submission,3,2:00,3 Rnd (5-5-5),Rear Naked Choke
